plant_id,country,cement_type,process_type,capacity_tpd,commissioning_year,kiln_count,grinding_mills
GLOBAL_0711,Japan,CEM III,Semi-dry,9256.088302785412,2017,2,5
GLOBAL_0712,Mexico,CEM IV,Dry,17521.139764484615,2012,2,2
GLOBAL_0713,USA,CEM II,Dry,4432.493284914761,2011,3,2
GLOBAL_0714,Russia,CEM I,Wet,19006.037364221313,2013,4,5
GLOBAL_0715,Turkey,CEM III,Wet,5156.662459806714,2015,3,6
GLOBAL_0716,Italy,CEM II,Semi-dry,7198.189632637699,2019,2,5
GLOBAL_0717,India,CEM II,Dry,15367.65244802883,2022,3,2
GLOBAL_0718,USA,CEM III,Semi-dry,8481.347689742728,2005,3,4
GLOBAL_0719,Brazil,CEM I,Wet,12556.016158562486,2011,3,1
GLOBAL_0720,Germany,CEM I,Semi-dry,9446.896520319142,2007,4,2
GLOBAL_0721,Italy,CEM V,Wet,15105.028804705855,1996,3,6
GLOBAL_0722,Russia,CEM IV,Semi-dry,5338.293795003606,2015,2,4
GLOBAL_0723,USA,CEM III,Semi-dry,2110.701757500663,1997,3,4
GLOBAL_0724,Italy,CEM III,Dry,6698.658551988258,1995,4,4
GLOBAL_0725,USA,CEM III,Semi-dry,10011.864632500176,2019,1,3
GLOBAL_0726,Germany,CEM I,Dry,4192.380991660893,2012,4,3
GLOBAL_0727,Russia,CEM IV,Dry,7741.148503471385,2021,3,7
GLOBAL_0728,Brazil,CEM V,Dry,8599.677347577803,2011,1,4
GLOBAL_0729,China,CEM II,Dry,2090.4450300771973,1998,3,6
GLOBAL_0730,Mexico,CEM II,Semi-dry,12082.837715499887,2020,4,5
GLOBAL_0731,Brazil,CEM III,Wet,17802.525131454462,1996,1,6
GLOBAL_0732,China,CEM IV,Wet,3883.115346107996,1998,1,3
GLOBAL_0733,India,CEM I,Wet,12358.352254628766,2002,3,2
GLOBAL_0734,Japan,CEM IV,Semi-dry,13630.04489330608,1992,3,7
GLOBAL_0735,Turkey,CEM IV,Dry,8967.358927966477,2022,4,3
GLOBAL_0736,Turkey,CEM I,Wet,14320.85415992113,2010,3,5
GLOBAL_0737,Mexico,CEM III,Semi-dry,8803.899326329229,2020,1,1
GLOBAL_0738,Russia,CEM IV,Dry,10588.108471571262,2023,2,7
GLOBAL_0739,Germany,CEM II,Wet,1139.7078465341126,2021,2,3
GLOBAL_0740,Russia,CEM I,Dry,14142.682168559088,2004,4,6
GLOBAL_0741,Germany,CEM V,Wet,13565.510899949764,2021,3,7
GLOBAL_0742,Russia,CEM III,Wet,1729.6166692005468,1995,4,6
GLOBAL_0743,Japan,CEM I,Wet,7996.752040507528,2010,2,4
GLOBAL_0744,India,CEM V,Dry,19601.60497504168,2022,2,4
GLOBAL_0745,India,CEM V,Semi-dry,8993.99468880372,2021,3,4
GLOBAL_0746,China,CEM IV,Dry,10536.962697504992,2008,1,7
GLOBAL_0747,Italy,CEM IV,Wet,18288.673005034652,2022,3,1
GLOBAL_0748,India,CEM IV,Dry,14627.975641449371,2017,2,5
GLOBAL_0749,India,CEM I,Semi-dry,12059.332491360248,2020,1,7
GLOBAL_0750,Brazil,CEM I,Dry,16158.288945480377,2010,4,2
GLOBAL_0751,Brazil,CEM III,Semi-dry,17422.959062663493,2023,2,6
GLOBAL_0752,China,CEM IV,Semi-dry,9680.87336300807,2004,4,6
GLOBAL_0753,Italy,CEM V,Dry,10027.058933704873,2003,1,7
GLOBAL_0754,Mexico,CEM II,Wet,8334.96777738488,2008,4,7
GLOBAL_0755,Brazil,CEM III,Semi-dry,19367.41666035075,2004,2,5
GLOBAL_0756,Mexico,CEM I,Dry,14246.158831516657,1995,3,1
GLOBAL_0757,USA,CEM III,Semi-dry,2581.2382579533732,1998,4,7
GLOBAL_0758,Brazil,CEM III,Wet,17396.23284294735,2009,2,4
GLOBAL_0759,Japan,CEM III,Dry,10130.638875889093,2023,2,5
GLOBAL_0760,Italy,CEM III,Dry,2306.324222027262,2015,1,2
GLOBAL_0761,China,CEM II,Dry,11444.62784810291,2007,2,4
GLOBAL_0762,USA,CEM IV,Wet,8926.12130053834,2017,3,2
GLOBAL_0763,Italy,CEM V,Semi-dry,17677.238692389874,1998,3,3
GLOBAL_0764,Japan,CEM III,Dry,4875.89746857836,2021,4,2
GLOBAL_0765,Italy,CEM III,Semi-dry,16702.827580351477,1995,4,4
GLOBAL_0766,Japan,CEM III,Semi-dry,11596.085132523602,2003,4,3
GLOBAL_0767,Japan,CEM IV,Wet,2037.595761055912,2017,4,4
GLOBAL_0768,Mexico,CEM I,Dry,19465.06072518421,2013,3,6
GLOBAL_0769,Russia,CEM I,Semi-dry,10739.689637960799,2002,1,4
GLOBAL_0770,USA,CEM II,Dry,6526.660230400067,2001,4,3
GLOBAL_0771,Italy,CEM I,Dry,9918.729997795903,2008,1,2
GLOBAL_0772,Germany,CEM III,Wet,17299.29788683229,2010,2,6
GLOBAL_0773,USA,CEM III,Dry,6793.1593633162065,2016,2,1
GLOBAL_0774,Russia,CEM III,Dry,4660.851533247306,2008,4,1
GLOBAL_0775,USA,CEM II,Semi-dry,3452.353691686748,2013,2,1
GLOBAL_0776,India,CEM III,Wet,6659.328569414014,2015,1,1
GLOBAL_0777,Germany,CEM I,Dry,15820.913653760826,2017,1,5
GLOBAL_0778,Russia,CEM IV,Semi-dry,9960.900938709972,2007,2,1
GLOBAL_0779,Mexico,CEM IV,Wet,5322.150470177259,2018,4,3
GLOBAL_0780,Italy,CEM V,Wet,4157.514992585235,2006,1,7
GLOBAL_0781,Turkey,CEM I,Semi-dry,7321.860053697203,1993,1,1
GLOBAL_0782,Russia,CEM III,Semi-dry,18858.563084828467,2018,3,4
GLOBAL_0783,China,CEM IV,Semi-dry,7517.507539210463,1993,4,7
GLOBAL_0784,Italy,CEM I,Semi-dry,19774.357443138073,1999,3,1
GLOBAL_0785,Russia,CEM IV,Semi-dry,10219.378659541768,2014,2,7
GLOBAL_0786,India,CEM III,Dry,4404.114447512867,2020,2,2
GLOBAL_0787,Turkey,CEM IV,Dry,17931.66174407668,1992,3,3
GLOBAL_0788,India,CEM V,Wet,9746.75208956171,1991,4,3
GLOBAL_0789,Turkey,CEM V,Dry,14483.755526585965,2014,1,7
GLOBAL_0790,China,CEM IV,Dry,19690.52008097388,1995,2,6
GLOBAL_0791,Italy,CEM I,Dry,1953.331656079506,2015,4,5
GLOBAL_0792,Mexico,CEM I,Semi-dry,2837.1966359637754,1997,4,4
GLOBAL_0793,India,CEM I,Wet,14688.678087792367,2016,2,7
GLOBAL_0794,India,CEM IV,Wet,6354.675062613968,2014,2,3
GLOBAL_0795,Japan,CEM I,Wet,4501.726542051882,2007,4,2
GLOBAL_0796,Turkey,CEM III,Wet,1747.8757165748605,1990,1,1
GLOBAL_0797,Brazil,CEM V,Dry,1415.0875277378343,1992,3,3
GLOBAL_0798,Italy,CEM III,Dry,15715.226459276026,1993,2,2
GLOBAL_0799,Turkey,CEM I,Semi-dry,3554.23512002145,2004,3,1
GLOBAL_0800,Japan,CEM III,Wet,9886.691703451866,1997,4,5
GLOBAL_0801,USA,CEM I,Dry,12512.039488410177,2008,3,3
GLOBAL_0802,Turkey,CEM IV,Dry,9138.684210808078,2015,1,3
GLOBAL_0803,Mexico,CEM III,Semi-dry,1515.026394388429,1999,4,7
GLOBAL_0804,Italy,CEM IV,Semi-dry,15886.528549170269,2003,1,7
GLOBAL_0805,Japan,CEM IV,Semi-dry,1199.7512662914162,2008,4,2
GLOBAL_0806,USA,CEM II,Dry,15475.907993172195,2019,1,6
GLOBAL_0807,Germany,CEM I,Dry,17972.785381974332,1994,4,7
GLOBAL_0808,Japan,CEM V,Semi-dry,9223.958500086273,2020,1,4
GLOBAL_0809,Germany,CEM I,Wet,11175.306988858167,1996,4,5
GLOBAL_0810,Italy,CEM V,Semi-dry,10062.684459735421,2008,1,4
GLOBAL_0811,India,CEM I,Semi-dry,8394.963753845337,2020,4,3
GLOBAL_0812,Japan,CEM IV,Semi-dry,17861.066172036844,2013,1,4
GLOBAL_0813,China,CEM III,Semi-dry,17984.73670272982,2023,2,1
GLOBAL_0814,Germany,CEM III,Dry,7380.510928189156,2012,3,5
GLOBAL_0815,Mexico,CEM II,Wet,12686.325326279262,1995,4,4
GLOBAL_0816,China,CEM V,Semi-dry,18611.24368077142,2016,1,1
GLOBAL_0817,Russia,CEM V,Wet,19279.11147988568,2000,2,2
GLOBAL_0818,Russia,CEM V,Wet,10670.221768018902,1994,4,4
GLOBAL_0819,USA,CEM IV,Wet,9603.67130040221,2006,4,5
GLOBAL_0820,India,CEM V,Semi-dry,6295.19200264199,1996,4,1
GLOBAL_0821,Italy,CEM III,Dry,19218.56559061779,2016,3,4
GLOBAL_0822,Japan,CEM IV,Semi-dry,3713.4717849844797,2004,1,2
GLOBAL_0823,Brazil,CEM I,Wet,12016.761944906775,2002,1,4
GLOBAL_0824,Mexico,CEM V,Wet,6368.455082854139,2000,4,1
GLOBAL_0825,Germany,CEM V,Dry,6301.157516608136,2015,4,4
GLOBAL_0826,Italy,CEM I,Semi-dry,8694.40316014758,2011,4,5
GLOBAL_0827,China,CEM V,Wet,19977.065780497436,2017,2,3
GLOBAL_0828,Russia,CEM I,Dry,2044.3598299566193,2013,4,1
GLOBAL_0829,Mexico,CEM IV,Wet,11992.294545867098,2018,3,1
GLOBAL_0830,Brazil,CEM III,Dry,2568.8710026702665,1998,1,1
GLOBAL_0831,Japan,CEM I,Dry,3935.8957698198606,1993,3,1
GLOBAL_0832,USA,CEM II,Semi-dry,9351.695893685075,2007,4,4
GLOBAL_0833,Brazil,CEM I,Wet,10698.742495582384,2005,2,5
GLOBAL_0834,Mexico,CEM V,Semi-dry,5917.055758925956,2022,4,2
GLOBAL_0835,Brazil,CEM IV,Wet,7012.685486613907,2018,4,5
GLOBAL_0836,Mexico,CEM IV,Semi-dry,2652.373384862728,1999,4,1
GLOBAL_0837,Mexico,CEM I,Wet,6761.17589304076,1998,4,6
GLOBAL_0838,Turkey,CEM III,Semi-dry,19364.610348230337,2020,4,4
GLOBAL_0839,Germany,CEM II,Dry,18949.440251777152,2017,1,6
GLOBAL_0840,Russia,CEM IV,Wet,7362.687512602715,1992,3,4
GLOBAL_0841,Turkey,CEM V,Wet,11846.22478929647,2003,2,1
GLOBAL_0842,Japan,CEM V,Dry,18282.31243110794,2014,4,4
GLOBAL_0843,Turkey,CEM III,Semi-dry,1117.4926301770367,2004,2,1
GLOBAL_0844,India,CEM IV,Wet,16402.987836414246,1991,1,5
GLOBAL_0845,India,CEM I,Wet,19019.02150298946,2013,3,7
GLOBAL_0846,Russia,CEM V,Semi-dry,2735.188952337584,2003,4,3
GLOBAL_0847,Brazil,CEM III,Dry,4067.5060346254995,1996,1,4
GLOBAL_0848,Germany,CEM IV,Semi-dry,19254.179752655753,2013,1,1
GLOBAL_0849,Russia,CEM IV,Semi-dry,11213.26272916658,2016,3,6
GLOBAL_0850,Mexico,CEM IV,Semi-dry,1269.7360549627504,2019,4,1
GLOBAL_0851,China,CEM IV,Wet,5895.007976507054,2016,3,6
GLOBAL_0852,Germany,CEM IV,Dry,9548.929811108334,2004,3,4
GLOBAL_0853,Germany,CEM V,Dry,14165.269309470586,2015,2,2
GLOBAL_0854,Mexico,CEM III,Semi-dry,14930.047184599192,1990,2,6
GLOBAL_0855,Mexico,CEM IV,Wet,19913.008745583666,1993,3,1
GLOBAL_0856,USA,CEM II,Semi-dry,6462.712788291421,2018,2,4
GLOBAL_0857,Russia,CEM II,Wet,11226.18193550103,1990,1,1
GLOBAL_0858,Mexico,CEM III,Wet,11133.147409332496,2011,3,2
GLOBAL_0859,India,CEM I,Wet,8707.259929497512,2000,4,3
GLOBAL_0860,Japan,CEM I,Wet,4214.075983005983,1999,4,7
GLOBAL_0861,China,CEM I,Dry,19571.674700493008,2006,1,7
GLOBAL_0862,Russia,CEM II,Wet,17213.026546665133,2015,4,2
GLOBAL_0863,Italy,CEM I,Wet,10468.327537590507,2010,4,5
GLOBAL_0864,India,CEM V,Semi-dry,12461.663030996566,2002,3,4
GLOBAL_0865,Brazil,CEM IV,Semi-dry,5317.960017633583,1998,1,2
GLOBAL_0866,Mexico,CEM II,Dry,11331.95433744319,2000,3,3
GLOBAL_0867,Italy,CEM III,Semi-dry,14204.43252930804,2000,1,1
GLOBAL_0868,Mexico,CEM III,Wet,10788.173539345187,1995,3,4
GLOBAL_0869,Germany,CEM IV,Semi-dry,19815.418241113883,1990,3,6
GLOBAL_0870,India,CEM II,Dry,12615.491468706798,1995,2,2
GLOBAL_0871,Germany,CEM I,Semi-dry,8048.500539251212,2002,4,3
GLOBAL_0872,USA,CEM I,Semi-dry,15670.888524700924,2011,1,2
GLOBAL_0873,Germany,CEM V,Dry,4238.787720051199,2020,4,5
GLOBAL_0874,USA,CEM V,Dry,8305.800460419065,2011,2,7
GLOBAL_0875,USA,CEM I,Wet,7592.220057174131,2016,1,7
GLOBAL_0876,Italy,CEM III,Semi-dry,9204.334807047768,2003,2,4
GLOBAL_0877,Mexico,CEM III,Wet,15853.8166926458,1994,4,1
GLOBAL_0878,Brazil,CEM V,Semi-dry,10199.28761110474,2021,3,3
GLOBAL_0879,Germany,CEM IV,Semi-dry,16086.274555053293,2023,2,2
GLOBAL_0880,India,CEM I,Wet,11953.289159657452,1996,2,4
GLOBAL_0881,USA,CEM V,Semi-dry,7499.319258493551,1999,3,2
GLOBAL_0882,Mexico,CEM V,Semi-dry,16389.596129985977,2006,4,4
GLOBAL_0883,China,CEM I,Semi-dry,5527.50374050874,2019,2,7
GLOBAL_0884,Russia,CEM I,Dry,5263.276616196114,2010,4,5
GLOBAL_0885,Italy,CEM III,Wet,10585.55555704188,2002,3,2
GLOBAL_0886,Brazil,CEM IV,Dry,5956.135673279689,1990,1,5
GLOBAL_0887,Turkey,CEM IV,Wet,1172.6536640731101,1990,2,6
GLOBAL_0888,Italy,CEM I,Wet,13317.653018677229,2022,4,6
GLOBAL_0889,China,CEM II,Semi-dry,10710.782607975561,2014,3,7
GLOBAL_0890,Russia,CEM V,Wet,9464.838475370063,2015,3,3
GLOBAL_0891,China,CEM V,Dry,19372.401777747993,2002,2,5
GLOBAL_0892,Germany,CEM I,Dry,11852.78449529536,2017,1,4
GLOBAL_0893,USA,CEM II,Dry,17405.199977998305,2022,2,3
GLOBAL_0894,Brazil,CEM III,Wet,3649.554487898043,2019,4,2
GLOBAL_0895,Japan,CEM I,Dry,11814.922799459126,1997,3,2
GLOBAL_0896,USA,CEM I,Wet,17491.612907887156,1990,1,4
GLOBAL_0897,Japan,CEM V,Dry,12079.009388318062,2001,4,1
GLOBAL_0898,Russia,CEM I,Dry,14642.269384413028,1994,2,1
GLOBAL_0899,Mexico,CEM I,Wet,8068.8277884319405,2013,3,2
GLOBAL_0900,Turkey,CEM I,Dry,2756.5408237042657,1995,2,7
GLOBAL_0901,India,CEM V,Semi-dry,9700.105607414356,2014,1,7
GLOBAL_0902,USA,CEM III,Wet,8495.108425938293,1990,1,4
GLOBAL_0903,Brazil,CEM III,Wet,17474.1434652,2014,1,1
GLOBAL_0904,China,CEM I,Wet,5635.910744696973,1990,1,5
GLOBAL_0905,Brazil,CEM V,Semi-dry,19367.950323167053,2021,1,2
GLOBAL_0906,Russia,CEM III,Wet,19204.624276285427,1992,2,6
GLOBAL_0907,Japan,CEM III,Dry,5705.001218357335,2008,1,5
GLOBAL_0908,China,CEM III,Dry,7612.987154069089,2018,1,4
GLOBAL_0909,India,CEM V,Dry,18015.559076603815,1991,3,6
GLOBAL_0910,India,CEM V,Wet,19365.822197026042,1998,1,5
GLOBAL_0911,USA,CEM I,Dry,9425.342953884836,2006,3,1
GLOBAL_0912,Russia,CEM IV,Wet,7098.943867177059,2006,3,7
GLOBAL_0913,Mexico,CEM III,Dry,10995.786251779298,2001,3,1
GLOBAL_0914,Russia,CEM IV,Semi-dry,14067.614920948961,2009,2,6
GLOBAL_0915,Japan,CEM V,Semi-dry,6196.015792124616,1992,2,3
GLOBAL_0916,Brazil,CEM V,Semi-dry,14992.990317762384,1993,4,7
GLOBAL_0917,India,CEM V,Semi-dry,1981.4897851781798,2006,4,2
GLOBAL_0918,Brazil,CEM IV,Wet,1936.5953625239124,2004,3,6
GLOBAL_0919,Brazil,CEM V,Dry,8339.466397765358,2022,2,4
GLOBAL_0920,Brazil,CEM I,Semi-dry,7715.990649153691,2005,1,2
GLOBAL_0921,India,CEM V,Wet,6997.031091975893,2000,4,5
GLOBAL_0922,Italy,CEM II,Semi-dry,10329.37549070929,2009,2,7
GLOBAL_0923,Germany,CEM IV,Semi-dry,7093.938063919853,2013,1,4
GLOBAL_0924,Japan,CEM II,Wet,4652.900450893747,2005,1,4
GLOBAL_0925,Italy,CEM V,Wet,6879.921432683417,2019,2,1
GLOBAL_0926,Japan,CEM I,Dry,19523.181183394463,2023,4,5
GLOBAL_0927,China,CEM III,Dry,8811.154922902124,1990,2,1
GLOBAL_0928,Russia,CEM V,Semi-dry,9449.542760308379,2013,4,1
GLOBAL_0929,Russia,CEM I,Semi-dry,11954.35480907166,2013,3,7
GLOBAL_0930,Turkey,CEM IV,Dry,19683.474599870304,1998,2,3
GLOBAL_0931,Russia,CEM II,Dry,5590.4242522794975,2011,2,1
GLOBAL_0932,India,CEM II,Wet,13944.360100116242,2001,4,2
GLOBAL_0933,Mexico,CEM II,Dry,14603.709177292758,2006,4,4
GLOBAL_0934,USA,CEM IV,Dry,12539.163919068253,2014,2,7
GLOBAL_0935,Turkey,CEM I,Semi-dry,2682.988453096237,2017,1,1
GLOBAL_0936,USA,CEM IV,Dry,13860.573240723954,2004,1,6
GLOBAL_0937,Japan,CEM II,Semi-dry,2217.799509687334,2019,1,2
GLOBAL_0938,USA,CEM V,Dry,12326.710341448043,2016,3,5
GLOBAL_0939,USA,CEM III,Wet,15052.042367213111,2011,3,4
GLOBAL_0940,Turkey,CEM IV,Dry,5008.427921779058,1999,4,7
GLOBAL_0941,China,CEM IV,Dry,16990.818143312707,2020,3,6
GLOBAL_0942,Brazil,CEM I,Dry,1576.722305127081,2016,1,7
GLOBAL_0943,Russia,CEM I,Semi-dry,17032.444409507814,2001,2,7
GLOBAL_0944,Russia,CEM IV,Wet,9746.251962212536,2020,3,6
GLOBAL_0945,India,CEM II,Dry,5134.170858701245,2021,3,5
GLOBAL_0946,Turkey,CEM III,Semi-dry,3541.784754885392,2021,1,6
GLOBAL_0947,India,CEM I,Wet,19112.83618406508,2010,3,2
GLOBAL_0948,Mexico,CEM II,Semi-dry,2380.6461640419775,1999,4,7
GLOBAL_0949,Mexico,CEM V,Semi-dry,4782.774978782588,2005,2,5
GLOBAL_0950,India,CEM I,Wet,7608.624601227873,1996,1,7
GLOBAL_0951,Turkey,CEM II,Dry,12784.462130261289,1993,4,6
GLOBAL_0952,India,CEM II,Semi-dry,11351.22062024587,2016,1,5
GLOBAL_0953,Russia,CEM III,Semi-dry,3387.2263558339655,2014,4,5
GLOBAL_0954,Italy,CEM III,Dry,6504.831691026078,2020,2,1
GLOBAL_0955,Germany,CEM V,Dry,5536.283650634457,2000,2,1
GLOBAL_0956,USA,CEM II,Wet,5057.314235316486,2009,4,1
GLOBAL_0957,Germany,CEM II,Wet,8811.742393119754,2006,4,6
GLOBAL_0958,Turkey,CEM III,Wet,14376.59759924148,2000,4,4
GLOBAL_0959,Germany,CEM I,Dry,5131.605712127483,2019,4,2
GLOBAL_0960,Mexico,CEM I,Semi-dry,7966.898714356646,2011,4,6
GLOBAL_0961,Japan,CEM IV,Semi-dry,8427.431109982084,2016,4,7
GLOBAL_0962,USA,CEM III,Wet,19552.674059272795,1993,2,1
GLOBAL_0963,Brazil,CEM IV,Dry,19138.66078070231,2005,4,5
GLOBAL_0964,Turkey,CEM III,Semi-dry,16202.614072289442,2005,3,6
GLOBAL_0965,USA,CEM V,Wet,5591.519495564518,2010,2,5
GLOBAL_0966,Germany,CEM II,Semi-dry,2292.7089677417243,2015,1,7
GLOBAL_0967,Mexico,CEM V,Semi-dry,7021.17861669187,2008,2,5
GLOBAL_0968,China,CEM III,Dry,6069.096439242786,2006,1,5
GLOBAL_0969,Italy,CEM II,Dry,10612.590202781485,2015,1,3
GLOBAL_0970,Brazil,CEM I,Semi-dry,15776.830291288068,2011,3,4
GLOBAL_0971,Italy,CEM I,Wet,17308.135838698305,2017,4,2
GLOBAL_0972,USA,CEM IV,Dry,17052.41762279966,1990,4,2
GLOBAL_0973,Mexico,CEM III,Semi-dry,7833.835663238287,1991,2,1
GLOBAL_0974,Mexico,CEM III,Dry,14057.452525752975,2006,4,3
GLOBAL_0975,Germany,CEM I,Dry,6943.849752960181,2010,3,6
GLOBAL_0976,Russia,CEM V,Dry,2157.2053214684715,1998,2,6
GLOBAL_0977,Germany,CEM II,Semi-dry,14329.740046455903,2002,2,2
GLOBAL_0978,Russia,CEM V,Wet,1186.723498825969,2000,2,4
GLOBAL_0979,Russia,CEM V,Wet,8774.469161711284,2005,4,5
GLOBAL_0980,Brazil,CEM I,Wet,7258.206116739439,2005,4,7
GLOBAL_0981,Germany,CEM I,Dry,14174.173231858196,1991,4,1
GLOBAL_0982,China,CEM I,Semi-dry,15558.663982447199,1997,2,4
GLOBAL_0983,India,CEM IV,Dry,6777.798083454393,2002,2,2
GLOBAL_0984,India,CEM V,Wet,16420.913274452218,2006,1,3
GLOBAL_0985,Germany,CEM III,Wet,6584.418449593742,2013,1,1
GLOBAL_0986,Germany,CEM II,Semi-dry,9480.200839744663,1992,4,2
GLOBAL_0987,Italy,CEM IV,Dry,14813.352013268544,2019,2,6
GLOBAL_0988,Brazil,CEM III,Wet,14165.484355270983,2002,4,1
GLOBAL_0989,Germany,CEM V,Semi-dry,19760.0009739318,2008,4,2
GLOBAL_0990,Italy,CEM I,Dry,5278.059460102706,1996,1,6
GLOBAL_0991,Russia,CEM V,Dry,13584.040357252064,1998,3,7
GLOBAL_0992,Mexico,CEM II,Wet,12583.95625723977,2008,4,6
GLOBAL_0993,Mexico,CEM IV,Wet,18386.87063531057,2011,3,5
GLOBAL_0994,Russia,CEM IV,Dry,3970.880691252626,2007,3,3
GLOBAL_0995,Turkey,CEM II,Dry,15284.165108151727,2012,2,5
GLOBAL_0996,Italy,CEM III,Wet,11797.1037091066,1991,2,2
GLOBAL_0997,Italy,CEM III,Dry,6218.651525970203,2000,4,7
GLOBAL_0998,Russia,CEM IV,Wet,10014.263368796308,2020,1,4
GLOBAL_0999,China,CEM IV,Dry,7341.755344326158,2022,1,7
GLOBAL_1000,Japan,CEM I,Wet,12006.954652980758,2003,4,7
GLOBAL_1001,USA,CEM III,Semi-dry,17891.011605478652,2005,4,7
GLOBAL_1002,Russia,CEM II,Wet,11816.794703831838,2000,1,5
GLOBAL_1003,Germany,CEM III,Wet,13002.725948205098,2022,3,4
GLOBAL_1004,Germany,CEM I,Semi-dry,10856.20909517948,1996,4,6
GLOBAL_1005,Brazil,CEM IV,Dry,1972.1446224640422,2020,3,2
GLOBAL_1006,Russia,CEM IV,Semi-dry,5424.312580645791,2003,4,3
GLOBAL_1007,Brazil,CEM I,Wet,10348.032859209572,2017,4,4
GLOBAL_1008,Russia,CEM II,Dry,6894.470391149391,2005,3,2
GLOBAL_1009,Italy,CEM IV,Semi-dry,4453.50835746269,2008,3,4
GLOBAL_1010,USA,CEM V,Dry,10578.523996450329,2006,1,5
GLOBAL_1011,Italy,CEM IV,Dry,7133.386075509156,2015,4,2
GLOBAL_1012,Japan,CEM V,Semi-dry,5904.04522029488,1995,2,5
GLOBAL_1013,Mexico,CEM I,Dry,9815.722931367236,1998,2,1
GLOBAL_1014,India,CEM I,Semi-dry,3532.40090356129,2006,4,2
GLOBAL_1015,Russia,CEM IV,Wet,18627.16892843274,2020,4,4
GLOBAL_1016,Japan,CEM III,Dry,17486.33986046554,2001,4,1
GLOBAL_1017,Mexico,CEM V,Wet,14444.79112907017,2012,3,5
GLOBAL_1018,Turkey,CEM II,Wet,3018.062724180668,1994,2,5
GLOBAL_1019,USA,CEM IV,Dry,15741.667834924167,1992,2,4
GLOBAL_1020,Brazil,CEM II,Semi-dry,16351.18923407136,2013,2,1
GLOBAL_1021,Brazil,CEM IV,Dry,15587.527736572416,2006,4,7
GLOBAL_1022,Italy,CEM III,Wet,3165.351855265582,2015,3,6
GLOBAL_1023,Germany,CEM III,Wet,13234.25118428753,1993,4,3
GLOBAL_1024,Mexico,CEM III,Semi-dry,16852.17111923857,2001,1,4
GLOBAL_1025,Turkey,CEM III,Dry,11969.714623173686,1990,1,5
GLOBAL_1026,Japan,CEM I,Wet,13281.740129333692,2010,2,2
GLOBAL_1027,USA,CEM I,Wet,9708.906109099817,2008,4,1
GLOBAL_1028,Mexico,CEM V,Wet,11045.439077797,2010,1,6
GLOBAL_1029,Turkey,CEM II,Semi-dry,1653.160308682779,2007,1,3
GLOBAL_1030,India,CEM IV,Wet,13140.297417492407,1992,4,2
GLOBAL_1031,Russia,CEM IV,Wet,2547.4970449320244,2021,3,1
GLOBAL_1032,Brazil,CEM I,Dry,9265.277292464245,1999,4,6
GLOBAL_1033,Japan,CEM IV,Dry,6560.446855680749,2004,4,4
GLOBAL_1034,Brazil,CEM I,Wet,11363.13105402255,1994,3,6
GLOBAL_1035,Japan,CEM V,Wet,3534.9103749409346,1993,2,4
GLOBAL_1036,Italy,CEM II,Dry,14141.224637493046,2017,2,7
GLOBAL_1037,Germany,CEM V,Semi-dry,16105.219201640937,1993,2,1
GLOBAL_1038,Japan,CEM III,Semi-dry,4103.7345451199735,2004,3,6
GLOBAL_1039,Brazil,CEM III,Semi-dry,2981.948659685761,2006,1,3
GLOBAL_1040,Italy,CEM III,Semi-dry,3764.7941729598238,1992,3,6
GLOBAL_1041,Japan,CEM V,Semi-dry,17665.423676071532,1999,4,1
GLOBAL_1042,India,CEM IV,Semi-dry,11035.595973370768,2012,3,2
GLOBAL_1043,Germany,CEM II,Semi-dry,9877.95892414255,2007,1,2
GLOBAL_1044,Japan,CEM III,Semi-dry,3027.5245629447313,1990,1,6
GLOBAL_1045,Italy,CEM III,Dry,13341.564128382273,2020,4,6
GLOBAL_1046,Mexico,CEM III,Semi-dry,17491.992246006706,1990,2,4
GLOBAL_1047,China,CEM II,Semi-dry,16735.531517145606,1992,1,1
GLOBAL_1048,Turkey,CEM III,Semi-dry,12895.039470635225,1992,1,4
GLOBAL_1049,China,CEM II,Wet,2430.295616381799,2008,1,3
GLOBAL_1050,China,CEM III,Dry,3135.543516344246,2018,4,7
GLOBAL_1051,USA,CEM V,Dry,1936.8707550866689,2014,1,2
GLOBAL_1052,India,CEM V,Dry,5892.105113356916,2022,2,5
GLOBAL_1053,Mexico,CEM II,Semi-dry,3577.5678760471774,2018,4,5
GLOBAL_1054,Russia,CEM V,Semi-dry,5940.912764796244,2015,2,1
GLOBAL_1055,Japan,CEM II,Wet,8316.103058660272,1993,1,1
GLOBAL_1056,Turkey,CEM V,Dry,18916.67289735158,2003,1,5
GLOBAL_1057,Germany,CEM V,Semi-dry,12597.14513585215,2016,2,1
GLOBAL_1058,Mexico,CEM II,Dry,16864.501927976286,2022,4,2
GLOBAL_1059,Brazil,CEM IV,Wet,14496.678513534313,2011,4,3
GLOBAL_1060,Russia,CEM V,Wet,3137.559480006003,1992,2,3
GLOBAL_1061,USA,CEM III,Wet,14982.487721105028,2012,1,4
GLOBAL_1062,USA,CEM IV,Dry,6226.8787496233645,2010,3,2
GLOBAL_1063,Mexico,CEM II,Semi-dry,13143.04909289942,2012,2,7
GLOBAL_1064,Italy,CEM IV,Semi-dry,7478.277499216782,1993,2,1
GLOBAL_1065,China,CEM I,Wet,19955.773002028523,2010,2,1
GLOBAL_1066,Brazil,CEM I,Semi-dry,6007.4781104387785,2020,1,7
